long,lat,calle_nombre,calle_altura,modelo,barrio,comuna,codigo_postal,codigo_postal_argentino
-58.4764833083348,-34.660935316594504,GUARDIA NACIONAL,2605,MECÁNICA,Villa Lugano,Comuna 8,1439,C1439FGG
-58.4696783035361,-34.666224884193504,GUARDIA NACIONAL,3205,MECÁNICA,Villa Lugano,Comuna 8,1439,C1439FGS
-58.4125721601397,-34.6025344246964,GUARDIA VIEJA,3395,MECÁNICA,Balvanera,Comuna 3,1192,C1192AAA
-58.414864378339395,-34.6018518578965,GUARDIA VIEJA,3559,MECÁNICA,Almagro,Comuna 5,1192,C1192AAE
-58.416897943739,-34.6012049199968,GUARDIA VIEJA,3739,MECÁNICA,Almagro,Comuna 5,1192,C1192AAI
-58.4197770880386,-34.600732430097,GUARDIA VIEJA,3941,MECÁNICA,Almagro,Comuna 5,1192,C1192AAM
-58.4230562825381,-34.600417389597204,GUARDIA VIEJA,4159,MECÁNICA,Almagro,Comuna 5,1192,C1192AAQ
-58.4257312486377,-34.6001545086974,GUARDIA VIEJA,4327,MECÁNICA,Almagro,Comuna 5,1192,C1192AAU
-58.42939209303721,-34.5998081619977,GUARDIA VIEJA,4579,MECÁNICA,Almagro,Comuna 5,1192,C1192AAY
-58.430721480235796,-34.581412699899694,GUATEMALA,5440,MECÁNICA,Palermo,Comuna 14,1425,C1425BVF
-58.433343726335295,-34.5793201229,GUATEMALA,5730,MECÁNICA,Palermo,Comuna 14,1425,C1425BVL
-58.434809528835004,-34.5781420654003,GUATEMALA,5880,MECÁNICA,Palermo,Comuna 14,1425,C1425BVN
-58.4294143620385,-34.6195302065957,GUAYAQUIL,75,MECÁNICA,Caballito,Comuna 6,1424,C1424CAA
-58.4326452563381,-34.6199544385959,GUAYAQUIL,291,MECÁNICA,Caballito,Comuna 6,1424,C1424CAE
-58.44025657883721,-34.6219046111961,GUAYAQUIL,864,MECÁNICA,Caballito,Comuna 6,1424,C1424CAV
-58.40959441453939,-34.591452922497304,GUEMES,3080,MECÁNICA,Recoleta,Comuna 2,1425,C1425BKD
-58.4463941841341,-34.5884671122,GUEVARA,29,MECÁNICA,Chacarita,Comuna 15,1427,C1427BRA
-58.4498243477335,-34.5870528343003,GUEVARA,365,MECÁNICA,Chacarita,Comuna 15,1427,C1427BRG
-58.4626620895315,-34.5839448998015,GUEVARA,1341,MECÁNICA,Villa Ortuzar,Comuna 15,1427,C1427BSG
-58.391608158341704,-34.588617862996394,GUIDO,1985,MECÁNICA,Recoleta,Comuna 2,1119,C1119AAC
-58.444492508835104,-34.599470510798696,GURRUCHAGA,242,MECÁNICA,Villa Crespo,Comuna 15,1414,C1414DHF
-58.438441500235605,-34.5951547262987,GURRUCHAGA,784,MECÁNICA,Villa Crespo,Comuna 15,1414,C1414DHP
-58.4987619530276,-34.601500426802,"GUTIERREZ, RICARDO",3391,MECÁNICA,Villa Del Parque,Comuna 11,1417,C1417ECC
-58.5018803757246,-34.5637675919061,"GUTTERO, ALFREDO",3720,MECÁNICA,Saavedra,Comuna 12,1431,C1431BED
-58.5123844385254,-34.5972683344033,HABANA,3866,MECÁNICA,Villa Devoto,Comuna 11,1419,C1419GRD
-58.5140916741253,-34.598321963203304,HABANA,4060,MECÁNICA,Villa Devoto,Comuna 11,1419,C1419GRH
-58.515874354125096,-34.599425483103296,HABANA,4210,MECÁNICA,Villa Devoto,Comuna 11,1419,C1419GRL
-58.5198777179247,-34.601895690503305,HABANA,4536,MECÁNICA,Villa Devoto,Comuna 11,1419,C1419GRR
-58.5234602853243,-34.6041025577033,HABANA,4804,MECÁNICA,Villa Devoto,Comuna 11,1419,C1419GSD
-58.4839502841287,-34.5871455830025,HAMBURGO,3286,MECÁNICA,Parque Chas,Comuna 15,1431,C1431DDJ
-58.5000450077269,-34.5931006173029,HELGUERA,3995,MECÁNICA,Agronomia,Comuna 15,1419,C1419CUA
-58.50117966202661,-34.591856937603104,HELGUERA,4153,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419CUE
-58.50237089322639,-34.5905449856033,HELGUERA,4349,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419CUI
-58.5044386939259,-34.5882655795037,HELGUERA,4659,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419CUO
-58.505861884625595,-34.586681950404,HELGUERA,4833,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419CUS
-58.507368118625294,-34.585023589004194,HELGUERA,5031,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419CUW
-58.508723784425,-34.583523350304496,HELGUERA,5223,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419CVA
-58.5093133795249,-34.5828741474046,HELGUERA,5331,MECÁNICA,Villa Pueyrredon,Comuna 12,1419,C1419CVC
-58.4649023382313,-34.5865366604013,HEREDIA,535,MECÁNICA,Villa Ortuzar,Comuna 15,1427,C1427CNG
-58.463778567630904,-34.5773917923022,HEREDIA,1379,MECÁNICA,Villa Ortuzar,Comuna 15,1427,C1427CNW
-58.4654959766305,-34.5754398194025,HEREDIA,1557,MECÁNICA,Villa Ortuzar,Comuna 15,1430,C1430EMA
-58.4669117457302,-34.5741793359027,HEREDIA,1689,MECÁNICA,Villa Ortuzar,Comuna 15,1430,C1430EMC
-58.369171346647704,-34.631187642490694,HERNANDARIAS,240,MECÁNICA,Boca,Comuna 4,1165,C1165ADD
-58.368773874047896,-34.6330042081904,HERNANDARIAS,455,MECÁNICA,Boca,Comuna 4,1165,C1165ADG
-58.3683122633481,-34.6350683332902,HERNANDARIAS,674,MECÁNICA,Boca,Comuna 4,1164,C1164AAD
-58.367242281048696,-34.6420125943894,HERNANDARIAS,1434,MECÁNICA,Boca,Comuna 4,1164,C1164AAT
-58.4421457881358,-34.605773297297894,HIDALGO,1230,MECÁNICA,Villa Crespo,Comuna 15,1414,C1414CAD
-58.4451231417352,-34.6027971170984,HIDALGO,1606,MECÁNICA,Villa Crespo,Comuna 15,1414,C1414CAP
-58.468785818330296,-34.5785083028024,HOLMBERG,1419,MECÁNICA,Villa Ortuzar,Comuna 15,1427,C1427CYM
-58.4702024352299,-34.5768292943027,HOLMBERG,1641,MECÁNICA,Villa Ortuzar,Comuna 15,1430,C1430DOC
-58.48475752182671,-34.5588250779054,HOLMBERG,3549,CONTENEDOR 3200,Saavedra,Comuna 12,1430,C1430DPS
-58.486735884226206,-34.5559892173059,HOLMBERG,3831,CONTENEDOR 3200,Saavedra,Comuna 12,1430,C1430DPY
-58.4895607084255,-34.5518962429065,HOLMBERG,4345,CONTENEDOR 3200,Saavedra,Comuna 12,1430,C1430DQI
-58.49354474733129,-34.6442388097973,HOMERO,605,MECÁNICA,Parque Avellaneda,Comuna 9,1407,C1407IFM
