"Longitud","Latitud","Calle","Altura","Materiales","Barrio","Comuna","Calle2","Direccion","Tipo"
"-58.4843163220336","-34.6586450998952","CORVALAN",2228,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440DJL","campanas_verdes"
"-58.4812173063342","-34.6609501139948","CORVALAN",2506,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439EWD","campanas_verdes"
"-58.4792770241345","-34.6624654550945","CORVALAN",2684,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439EWF","campanas_verdes"
"-58.471801083636","-34.6684168821934","CORVALAN",3315,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439EWS","campanas_verdes"
"-58.4686839683366","-34.670837385993","CORVALAN",3597,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439EWW","campanas_verdes"
"-58.5235645094268","-34.6400534268997","COSQUIN",96,"MECÁNICA","Liniers","Comuna 9","1408.0","C1408GIB","campanas_verdes"
"-58.523341385927","-34.6420521722994","COSQUIN",242,"MECÁNICA","Liniers","Comuna 9","1408.0","C1408GIF","campanas_verdes"
"-58.5230680826272","-34.6444791227992","COSQUIN",496,"MECÁNICA","Liniers","Comuna 9","1408.0","C1408GIJ","campanas_verdes"
"-58.5226415970275","-34.6481304761988","COSQUIN",874,"MECÁNICA","Liniers","Comuna 9","1408.0","C1408GIT","campanas_verdes"
"-58.5079373161304","-34.6599597421966","COSQUIN",2106,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440ELP","campanas_verdes"
"-58.5004588098318","-34.6662020061955","COSQUIN",2706,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440EMB","campanas_verdes"
"-58.4855306749348","-34.6783769249933","COSQUIN",4047,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439GQA","campanas_verdes"
"-58.4760113406366","-34.685745778492","COSQUIN",4772,"MECÁNICA","Villa Riachuelo","Comuna 8","1439.0","C1439GRJ","campanas_verdes"
"-58.4734493615371","-34.6876859762916","COSQUIN",4996,"MECÁNICA","Villa Riachuelo","Comuna 8","1439.0","C1439GRN","campanas_verdes"
"-58.4714802390375","-34.6891766437913","COSQUIN",5166,"MECÁNICA","Villa Riachuelo","Comuna 8","1439.0","C1439GRR","campanas_verdes"
"-58.468704374438","-34.6912808641909","COSQUIN",5394,"MECÁNICA","Villa Riachuelo","Comuna 8","1439.0","C1439GRV","campanas_verdes"
"-58.4230797374375","-34.5909782074982","COSTA RICA",4286,"MECÁNICA","Palermo","Comuna 14","1414.0","C1414BSB","campanas_verdes"
"-58.436288256135","-34.5814753744","COSTA RICA",5758,"MECÁNICA","Palermo","Comuna 14","1414.0","C1414BTH","campanas_verdes"
"-58.4373832721348","-34.5806214578002","COSTA RICA",5870,"MECÁNICA","Palermo","Comuna 14","1414.0","C1414BTJ","campanas_verdes"
"-58.4737950417276","-34.5500986324056","CRAMER",3754,"CONTENEDOR 3200","Saavedra","Comuna 12","1429.0","C1429AJR","campanas_verdes"
"-58.4752678455272","-34.547193450006","CRAMER",4061,"CONTENEDOR 3200","Saavedra","Comuna 12","1429.0","C1429AJW","campanas_verdes"
"-58.4608007690305","-34.5651933133033","CRAMER AV.",2049,"MECÁNICA","Belgrano","Comuna 13","1428.0","C1428CTE","campanas_verdes"
"-58.4633282374299","-34.5622763770037","CRAMER AV.",2361,"MECÁNICA","Belgrano","Comuna 13","1428.0","C1428CTK","campanas_verdes"
"-58.4656385970294","-34.5597813408041","CRAMER AV.",2648,"MECÁNICA","Belgrano","Comuna 13","1428.0","C1428CTR","campanas_verdes"
"-58.467512279729","-34.5574042484045","CRAMER AV.",2947,"MECÁNICA","Nuñez","Comuna 13","1429.0","C1429AJA","campanas_verdes"
"-58.4700809142284","-34.5545888871049","CRAMER AV.",3255,"MECÁNICA","Nuñez","Comuna 13","1429.0","C1429AJG","campanas_verdes"
"-58.428452861641","-34.6527778060923","CRESPO",2950,"MECÁNICA","Nueva Pompeya","Comuna 4",,,"campanas_verdes"
"-58.4245367045417","-34.6556660101917","CRESPO",3389,"MECÁNICA","Nueva Pompeya","Comuna 4",,,"campanas_verdes"
"-58.5022373687263","-34.5897758990034","CUBAS, JOSE",3051,"MECÁNICA","Villa Pueyrredon","Comuna 12","1419.0","C1419GMS","campanas_verdes"
"-58.5092309825257","-34.5941551390034","CUBAS, JOSE",3585,"MECÁNICA","Villa Devoto","Comuna 11","1419.0","C1419GNC","campanas_verdes"
"-58.5109991686255","-34.5953068953034","CUBAS, JOSE",3722,"MECÁNICA","Villa Devoto","Comuna 11","1419.0","C1419GNH","campanas_verdes"
"-58.5148623717251","-34.5975859853034","CUBAS, JOSE",4081,"MECÁNICA","Villa Devoto","Comuna 11","1419.0","C1419GOE","campanas_verdes"
"-58.5173526706249","-34.5991210532034","CUBAS, JOSE",4287,"MECÁNICA","Villa Devoto","Comuna 11","1419.0","C1419GOI","campanas_verdes"
"-58.5195000703246","-34.6004466234035","CUBAS, JOSE",4445,"MECÁNICA","Villa Devoto","Comuna 11","1419.0","C1419GOM","campanas_verdes"
"-58.5221825904244","-34.6021022684034","CUBAS, JOSE",4667,"MECÁNICA","Villa Devoto","Comuna 11","1419.0","C1419GOQ","campanas_verdes"
"-58.4550985300339","-34.6037597823989","CUCHA CUCHA",1692,"MECÁNICA","Villa Crespo","Comuna 15","1416.0","C1416CJL","campanas_verdes"
"-58.5004703611269","-34.5949152925028","CUENCA",3821,"MECÁNICA","Agronomia","Comuna 15","1419.0","C1419AAG","campanas_verdes"
"-58.5031040349264","-34.5921523540032","CUENCA",4234,"MECÁNICA","Villa Pueyrredon","Comuna 12","1419.0","C1419ABH","campanas_verdes"
"-58.5045123206261","-34.5905965160035","CUENCA",4466,"MECÁNICA","Villa Pueyrredon","Comuna 12","1419.0","C1419ABL","campanas_verdes"
"-58.5079917491253","-34.5867658563041","CUENCA",4926,"MECÁNICA","Villa Pueyrredon","Comuna 12","1419.0","C1419ABV","campanas_verdes"
"-58.509526368825","-34.5850748891044","CUENCA",5146,"MECÁNICA","Villa Pueyrredon","Comuna 12","1419.0","C1419ABZ","campanas_verdes"
"-58.5109116781247","-34.5833906646046","CUENCA",5383,"MECÁNICA","Villa Pueyrredon","Comuna 12","1419.0","C1419ACC","campanas_verdes"
"-58.5115847652245","-34.5826493255047","CUENCA",5465,"MECÁNICA","Villa Pueyrredon","Comuna 12","1419.0","C1419ACE","campanas_verdes"
"-58.4349612735406","-34.6604742533919","CULPINA",3371,"MECÁNICA","Villa Soldati","Comuna 8","1437.0","C1437BMC","campanas_verdes"
"-58.4344794346407","-34.6609394330918","CULPINA",3407,"MECÁNICA","Villa Soldati","Comuna 8","1437.0","C1437BME","campanas_verdes"
"-58.5281415354259","-34.6360761183004","CUZCO",314,"MECÁNICA","Liniers","Comuna 9","1408.0","C1408BLH","campanas_verdes"
"-58.4309278487399","-34.6430221629934","DARACT AV.",2119,"MECÁNICA","Nueva Pompeya","Comuna 4","1437.0","C1437CNB","campanas_verdes"
"-58.4306093152401","-34.6445352136932","DARACT AV.",2265,"MECÁNICA","Nueva Pompeya","Comuna 4","1437.0","C1437CNC","campanas_verdes"
"-58.4498312881342","-34.5974779197992","DARWIN",170,"MECÁNICA","Villa Crespo","Comuna 15","1414.0","C1414CUD","campanas_verdes"
"-58.441165433735","-34.5908641815994","DARWIN",1050,"MECÁNICA","Villa Crespo","Comuna 15","1414.0","C1414CUV","campanas_verdes"
"-58.5294325684249","-34.6238928244017","DE LA ECONOMIA",6131,"MECÁNICA","Villa Real","Comuna 10","1408.0","C1408BIC","campanas_verdes"
"-58.4896955851333","-34.6660542441948","DE LA ROSA, JOSE I., DR.",6190,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439BUJ","campanas_verdes"
"-58.4950989973259","-34.5687225086051","DE LA TECNICA",5450,"MECÁNICA","Villa Urquiza","Comuna 12","1431.0","C1431AID","campanas_verdes"
"-58.5211898345272","-34.6404618609995","DE LA TORRE, LISANDRO",121,"MECÁNICA","Liniers","Comuna 9","1408.0","C1408GTC","campanas_verdes"
"-58.5207683090274","-34.6433457983991","DE LA TORRE, LISANDRO",395,"MECÁNICA","Liniers","Comuna 9","1408.0","C1408GTG","campanas_verdes"
"-58.5205395933276","-34.644884890299","DE LA TORRE, LISANDRO",533,"MECÁNICA","Liniers","Comuna 9","1408.0","C1408GTK","campanas_verdes"
"-58.5153002964287","-34.650917768498","DE LA TORRE, LISANDRO",1157,"MECÁNICA","Liniers","Comuna 9","1408.0","C1408GTW","campanas_verdes"
"-58.4815522786352","-34.6775755204931","DE LA TORRE, LISANDRO",4072,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439GEV","campanas_verdes"
"-58.4740561699367","-34.6834266073921","DE LA TORRE, LISANDRO",4640,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439GFH","campanas_verdes"
"-58.4729926857369","-34.6842962508919","DE LA TORRE, LISANDRO",4740,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439GFJ","campanas_verdes"
"-58.4704791392374","-34.6862497170916","DE LA TORRE, LISANDRO",4954,"MECÁNICA","Villa Riachuelo","Comuna 8","1439.0","C1439GFN","campanas_verdes"
"-58.4677732170379","-34.6883168524912","DE LA TORRE, LISANDRO",5190,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439GFR","campanas_verdes"
"-58.4659284143383","-34.6897568080909","DE LA TORRE, LISANDRO",5350,"MECÁNICA","Villa Lugano","Comuna 8","1439.0","C1439GFV","campanas_verdes"
"-58.4872360108282","-34.5865452405028","DE LOS CONSTITUYENTES AV.",3876,"MECÁNICA","Agronomia","Comuna 15","1431.0","C1431EXQ","campanas_verdes"
"-58.4907049385275","-34.5830796602034","DE LOS CONSTITUYENTES AV.",4379,"MECÁNICA","Villa Urquiza","Comuna 12","1431.0","C1431EXI","campanas_verdes"
"-58.4919943613272","-34.5819654825035","DE LOS CONSTITUYENTES AV.",4531,"MECÁNICA","Villa Urquiza","Comuna 12","1431.0","C1431EXK","campanas_verdes"
"-58.4929312568271","-34.5811892656037","DE LOS CONSTITUYENTES AV.",4663,"MECÁNICA","Villa Urquiza","Comuna 12","1431.0","C1431EXL","campanas_verdes"
"-58.5058641895246","-34.5717581265055","DE LOS CONSTITUYENTES AV.",6047,"MECÁNICA","Villa Urquiza","Comuna 12","1431.0","C1431EZL","campanas_verdes"
"-58.5025899277314","-34.6647473011958","DE LOS CORRALES AV.",6810,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440BBR","campanas_verdes"
"-58.5056431819311","-34.6669793172958","DE LOS CORRALES AV.",7187,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440BBH","campanas_verdes"
"-58.4760599936295","-34.5825041079025","DE LOS INCAS AV.",4649,"MECÁNICA","Parque Chas","Comuna 15","1427.0","C1427DNL","campanas_verdes"
"-58.4784456758293","-34.5843054053024","DE LOS INCAS AV.",4851,"MECÁNICA","Parque Chas","Comuna 15","1427.0","C1427DOA","campanas_verdes"
"-58.482057429829","-34.5872069666024","DE LOS INCAS AV.",5246,"MECÁNICA","Parque Chas","Comuna 15","1427.0","C1427DOR","campanas_verdes"
"-58.4838122305288","-34.5883508963024","DE LOS INCAS AV.",5435,"MECÁNICA","Parque Chas","Comuna 15","1427.0","C1427DOG","campanas_verdes"
"-58.4045345475429","-34.6328670397927","DEAN FUNES",1890,"MECÁNICA","Parque Patricios","Comuna 4","1244.0","C1244AAN","campanas_verdes"
"-58.4042955376431","-34.6347083409925","DEAN FUNES",2021,"MECÁNICA","Parque Patricios","Comuna 4","1244.0","C1244AAQ","campanas_verdes"
"-58.3709708770472","-34.6273077120912","DEFENSA",1641,"MECÁNICA","Barracas","Comuna 4","1143.0","C1143AAI","campanas_verdes"
"-58.4782928781265","-34.5430283856066","DEHEZA",2880,"CONTENEDOR 3200","Saavedra","Comuna 12","1429.0","C1429EAX","campanas_verdes"
"-58.4281892095403","-34.6428330870932","DEL BAÑADO",2247,"MECÁNICA","Nueva Pompeya","Comuna 4","1437.0","C1437CTC","campanas_verdes"
"-58.4278274410404","-34.6438000010931","DEL BAÑADO",2324,"MECÁNICA","Nueva Pompeya","Comuna 4","1437.0","C1437CTF","campanas_verdes"
"-58.4676436554312","-34.5900870386011","DEL CAMPO AV.",1346,"MECÁNICA","Paternal","Comuna 15","1427.0","C1427APN","campanas_verdes"
"-58.5125502619243","-34.580829942305","DEL FOMENTISTA AV.",3163,"MECÁNICA","Villa Pueyrredon","Comuna 12","1419.0","C1419FOB","campanas_verdes"
"-58.4042609652394","-34.581072454998","DEL LIBERTADOR AV.",2250,"MECÁNICA","Palermo","Comuna 14","1425.0","C1425AAV","campanas_verdes"
"-58.4051166537393","-34.5803864971981","DEL LIBERTADOR AV.",2330,"MECÁNICA","Palermo","Comuna 14","1425.0","C1425AAW","campanas_verdes"
"-58.4083431432387","-34.5782106221985","DEL LIBERTADOR AV.",2764,"MECÁNICA","Palermo","Comuna 14","1425.0","C1425ABN","campanas_verdes"
"-58.4104078142383","-34.5772900653987","DEL LIBERTADOR AV.",2920,"MECÁNICA","Palermo","Comuna 14","1425.0","C1425ABP","campanas_verdes"
"-58.412304508438","-34.576430586299","DEL LIBERTADOR AV.",3128,"MECÁNICA","Palermo","Comuna 14","1425.0","C1425ABR","campanas_verdes"
"-58.4197620011367","-34.5729793860998","DEL LIBERTADOR AV.",3622,"MECÁNICA","Palermo","Comuna 14","1425.0","C1425ABW","campanas_verdes"
"-58.4299855418349","-34.567708553901","DEL LIBERTADOR AV.",4370,"MECÁNICA","Palermo","Comuna 14","1426.0","C1426BWR","campanas_verdes"
"-58.4320688452346","-34.5665209948013","DEL LIBERTADOR AV.",4580,"MECÁNICA","Palermo","Comuna 14","1426.0","C1426BWT","campanas_verdes"
"-58.434853219834","-34.5648507280016","DEL LIBERTADOR AV.",4820,"MECÁNICA","Palermo","Comuna 14","1426.0","C1426BWW","campanas_verdes"
"-58.4377966985335","-34.5632604766019","DEL LIBERTADOR AV.",5064,"MECÁNICA","Palermo","Comuna 14","1426.0","C1426BWY","campanas_verdes"
"-58.4391857594333","-34.5630214926021","DEL LIBERTADOR AV.",5154,"MECÁNICA","Palermo","Comuna 14","1426.0","C1426BWZ","campanas_verdes"
"-58.441145470933","-34.5626347983022","DEL LIBERTADOR AV.",5282,"MECÁNICA","Palermo","Comuna 14","1426.0","C1426BXN","campanas_verdes"
"-58.4455608305322","-34.5589634910029","DEL LIBERTADOR AV.",5755,"MECÁNICA","Belgrano","Comuna 13","1428.0","C1428ARA","campanas_verdes"
"-58.4474601655318","-34.5571490322032","DEL LIBERTADOR AV.",5954,"MECÁNICA","Belgrano","Comuna 13","1428.0","C1428ARP","campanas_verdes"
"-58.4497672795313","-34.5544671447036","DEL LIBERTADOR AV.",6250,"MECÁNICA","Belgrano","Comuna 13","1428.0","C1428ARS","campanas_verdes"
"-58.4520822559308","-34.5517764844041","DEL LIBERTADOR AV.",6550,"MECÁNICA","Belgrano","Comuna 13","1428.0","C1428ARV","campanas_verdes"
"-58.4546509015302","-34.5491424626045","DEL LIBERTADOR AV.",6850,"MECÁNICA","Nuñez","Comuna 13","1429.0","C1429BMO","campanas_verdes"
"-58.4587434172294","-34.5457248050051","DEL LIBERTADOR AV.",7360,"MECÁNICA","Nuñez","Comuna 13","1429.0","C1429BMT","campanas_verdes"
"-58.4646668582282","-34.5396166075061","DEL LIBERTADOR AV.",8240,"MECÁNICA","Nuñez","Comuna 13","1429.0","C1429BNP","campanas_verdes"
"-58.4661307304278","-34.5372403670065","DEL LIBERTADOR AV.",8560,"MECÁNICA","Nuñez","Comuna 13","1429.0","C1429BNS","campanas_verdes"
"-58.4177334141419","-34.6453191028923","DEL TIGRE",4050,"MECÁNICA","Nueva Pompeya","Comuna 4","1437.0","C1437IRF","campanas_verdes"
"-58.4757651246356","-34.6714504571934","DELLEPIANE, LUIS, TTE. GRAL.",5396,"MECÁNICA","Villa Lugano","Comuna 8",,,"campanas_verdes"
"-58.5123659957267","-34.6152715866015","DESAGUADERO",2796,"MECÁNICA","Villa Devoto","Comuna 11","1417.0","C1417BSL","campanas_verdes"
"-58.4178585243394","-34.6084548860961","DIAZ VELEZ AV.",3623,"MECÁNICA","Almagro","Comuna 5","1200.0","C1200AAD","campanas_verdes"
"-58.4224426480388","-34.6086695392964","DIAZ VELEZ AV.",3974,"MECÁNICA","Almagro","Comuna 5","1200.0","C1200AAT","campanas_verdes"
"-58.4254251271384","-34.6087291032965","DIAZ VELEZ AV.",4144,"MECÁNICA","Almagro","Comuna 5","1200.0","C1200AAV","campanas_verdes"
"-58.428108606638","-34.6087962115967","DIAZ VELEZ AV.",4320,"MECÁNICA","Almagro","Comuna 5","1200.0","C1200AAX","campanas_verdes"
"-58.4323291051374","-34.608825750397","DIAZ VELEZ AV.",4654,"MECÁNICA","Caballito","Comuna 6","1405.0","C1405DCO","campanas_verdes"
"-58.4376138987367","-34.6087129508973","DIAZ VELEZ AV.",5019,"MECÁNICA","Caballito","Comuna 6","1405.0","C1405DCF","campanas_verdes"
"-58.4432608117358","-34.6081865871977","DIAZ VELEZ AV.",5484,"MECÁNICA","Caballito","Comuna 6","1405.0","C1405DCW","campanas_verdes"
"-58.4254440019402","-34.6349211892939","DIAZ, AVELINO",333,"MECÁNICA","Parque Chacabuco","Comuna 7","1424.0","C1424CUA","campanas_verdes"
"-58.4282283176398","-34.635380340294","DIAZ, AVELINO",551,"MECÁNICA","Parque Chacabuco","Comuna 7","1424.0","C1424CUE","campanas_verdes"
"-58.4300498161396","-34.6356831132941","DIAZ, AVELINO",715,"MECÁNICA","Parque Chacabuco","Comuna 7","1424.0","C1424CUI","campanas_verdes"
"-58.434024654439","-34.6362865154943","DIAZ, AVELINO",1027,"MECÁNICA","Parque Chacabuco","Comuna 7","1424.0","C1424CUO","campanas_verdes"
"-58.4387558262385","-34.6371605602945","DIAZ, AVELINO",1336,"MECÁNICA","Parque Chacabuco","Comuna 7","1406.0","C1406IBB","campanas_verdes"
"-58.442119168538","-34.6379950830946","DIAZ, AVELINO",1592,"MECÁNICA","Parque Chacabuco","Comuna 7","1406.0","C1406IBF","campanas_verdes"
"-58.4440530619378","-34.6383897180947","DIAZ, AVELINO",1736,"MECÁNICA","Parque Chacabuco","Comuna 7","1406.0","C1406IBJ","campanas_verdes"
"-58.4458202251376","-34.6393776851947","DIAZ, AVELINO",1946,"MECÁNICA","Parque Chacabuco","Comuna 7","1406.0","C1406IBN","campanas_verdes"
"-58.4476143307375","-34.6409860474947","DIAZ, AVELINO",2144,"MECÁNICA","Flores","Comuna 7","1406.0","C1406IBR","campanas_verdes"
"-58.4499671704373","-34.6430506770946","DIAZ, AVELINO",2348,"MECÁNICA","Flores","Comuna 7","1406.0","C1406IBV","campanas_verdes"
"-58.4519458036371","-34.6447462218946","DIAZ, AVELINO",2552,"MECÁNICA","Flores","Comuna 7","1406.0","C1406IBZ","campanas_verdes"
"-58.4657348160327","-34.6078624053992","DIAZ, CESAR, GRAL.",1836,"MECÁNICA","Villa Gral. Mitre","Comuna 11","1416.0","C1416DVJ","campanas_verdes"
"-58.4687690928324","-34.6090856201993","DIAZ, CESAR, GRAL.",2080,"MECÁNICA","Villa Gral. Mitre","Comuna 11","1416.0","C1416DVN","campanas_verdes"
"-58.4709546213321","-34.6102252741993","DIAZ, CESAR, GRAL.",2246,"MECÁNICA","Villa Gral. Mitre","Comuna 11","1416.0","C1416DVR","campanas_verdes"
"-58.4743552462318","-34.6120185085993","DIAZ, CESAR, GRAL.",2524,"MECÁNICA","Villa Gral. Mitre","Comuna 11","1416.0","C1416DVX","campanas_verdes"
"-58.4766495275315","-34.6132321572994","DIAZ, CESAR, GRAL.",2710,"MECÁNICA","Villa Santa Rita","Comuna 11","1416.0","C1416DWB","campanas_verdes"
"-58.4808773126311","-34.6154596903994","DIAZ, CESAR, GRAL.",3040,"MECÁNICA","Villa Santa Rita","Comuna 11","1416.0","C1416DWH","campanas_verdes"
"-58.4832354520309","-34.6167032212994","DIAZ, CESAR, GRAL.",3232,"MECÁNICA","Villa Santa Rita","Comuna 11","1416.0","C1416DWL","campanas_verdes"
"-58.4863266119305","-34.6184967235994","DIAZ, CESAR, GRAL.",3554,"MECÁNICA","Villa Santa Rita","Comuna 11","1407.0","C1407ETF","campanas_verdes"
"-58.4916680124301","-34.6230221578993","DIAZ, CESAR, GRAL.",4170,"MECÁNICA","Floresta","Comuna 10","1407.0","C1407ETR","campanas_verdes"
"-58.4958773312297","-34.6260970226993","DIAZ, CESAR, GRAL.",4612,"MECÁNICA","Velez Sarsfield","Comuna 10","1407.0","C1407EUB","campanas_verdes"
"-58.4990226125295","-34.6287187063992","DIAZ, CESAR, GRAL.",5057,"MECÁNICA","Velez Sarsfield","Comuna 10","1407.0","C1407EUI","campanas_verdes"
"-58.4999921716294","-34.6295658844992","DIAZ, CESAR, GRAL.",5125,"MECÁNICA","Velez Sarsfield","Comuna 10","1407.0","C1407EUK","campanas_verdes"
"-58.5029179255292","-34.6321438165991","DIAZ, CESAR, GRAL.",5391,"MECÁNICA","Villa Luro","Comuna 10","1407.0","C1407EUO","campanas_verdes"
"-58.5037695405291","-34.6329197511991","DIAZ, CESAR, GRAL.",5477,"MECÁNICA","Villa Luro","Comuna 10","1407.0","C1407EUQ","campanas_verdes"
"-58.4137300782389","-34.5931953162973","DIAZ, CNEL. AV.",1492,"MECÁNICA","Palermo","Comuna 14","1425.0","C1425DQN","campanas_verdes"
"-58.412608406939","-34.5918721699974","DIAZ, CNEL. AV.",1668,"MECÁNICA","Palermo","Comuna 14","1425.0","C1425DQP","campanas_verdes"
"-58.4108353778391","-34.5898155409975","DIAZ, CNEL. AV.",1836,"MECÁNICA","Palermo","Comuna 14","1425.0","C1425DQR","campanas_verdes"
"-58.4084544506392","-34.5865775053977","DIAZ, CNEL. AV.",2170,"MECÁNICA","Palermo","Comuna 14","1425.0","C1425DQU","campanas_verdes"
"-58.4074505681393","-34.5853061789978","DIAZ, CNEL. AV.",2334,"MECÁNICA","Recoleta","Comuna 14","1425.0","C1425DQW","campanas_verdes"
"-58.4058490137393","-34.5826543427979","DIAZ, CNEL. AV.",2572,"MECÁNICA","Palermo","Comuna 14","1425.0","C1425DQY","campanas_verdes"
"-58.4629261903324","-34.5982642483","DICKMAN, ADOLFO, DR.",1095,"MECÁNICA","Paternal","Comuna 15","1416.0","C1416EHC","campanas_verdes"
"-58.4634917482325","-34.6000616268999","DICKMAN, ADOLFO, DR.",1247,"MECÁNICA","Paternal","Comuna 15","1416.0","C1416EHG","campanas_verdes"
"-58.4642420435325","-34.6024583242997","DICKMAN, ADOLFO, DR.",1463,"MECÁNICA","Paternal","Comuna 15","1416.0","C1416EHK","campanas_verdes"
"-58.4287849906392","-34.6273624291948","DIRECTORIO AV.",150,"MECÁNICA","Parque Chacabuco","Comuna 7","1424.0","C1424CIO","campanas_verdes"
"-58.4330527882386","-34.6279805322951","DIRECTORIO AV.",448,"MECÁNICA","Parque Chacabuco","Comuna 7","1424.0","C1424CIR","campanas_verdes"
"-58.4364658989382","-34.6284805959952","DIRECTORIO AV.",656,"MECÁNICA","Parque Chacabuco","Comuna 7","1424.0","C1424CIT","campanas_verdes"
"-58.4397586967378","-34.6289597975954","DIRECTORIO AV.",906,"MECÁNICA","Parque Chacabuco","Comuna 7","1424.0","C1424CIW","campanas_verdes"
"-58.445518151737","-34.6298172134957","DIRECTORIO AV.",1260,"MECÁNICA","Parque Chacabuco","Comuna 7","1406.0","C1406GZO","campanas_verdes"
"-58.4478074300367","-34.6301600096958","DIRECTORIO AV.",1480,"MECÁNICA","Parque Chacabuco","Comuna 7","1406.0","C1406GZQ","campanas_verdes"
"-58.4511138269363","-34.630651124996","DIRECTORIO AV.",1680,"MECÁNICA","Parque Chacabuco","Comuna 7","1406.0","C1406GZS","campanas_verdes"
"-58.4521336827362","-34.630892462096","DIRECTORIO AV.",1734,"MECÁNICA","Parque Chacabuco","Comuna 7","1406.0","C1406GZT","campanas_verdes"
"-58.4545425924359","-34.6316372127961","DIRECTORIO AV.",1908,"MECÁNICA","Flores","Comuna 7","1406.0","C1406GZV","campanas_verdes"
"-58.4599478230352","-34.6333399811962","DIRECTORIO AV.",2356,"MECÁNICA","Flores","Comuna 7","1406.0","C1406GZZ","campanas_verdes"
"-58.4628149690349","-34.6342109275963","DIRECTORIO AV.",2560,"MECÁNICA","Flores","Comuna 7","1406.0","C1406HAO","campanas_verdes"
"-58.4654507784346","-34.6349984480964","DIRECTORIO AV.",2748,"MECÁNICA","Flores","Comuna 7","1406.0","C1406HAQ","campanas_verdes"
"-58.4681698440343","-34.6358117339965","DIRECTORIO AV.",2950,"MECÁNICA","Flores","Comuna 7","1406.0","C1406HAS","campanas_verdes"
"-58.470516590734","-34.6365130073966","DIRECTORIO AV.",3122,"MECÁNICA","Flores","Comuna 7","1406.0","C1406HAU","campanas_verdes"
"-58.4721609679338","-34.6370025716967","DIRECTORIO AV.",3288,"MECÁNICA","Parque Avellaneda","Comuna 9","1406.0","C1406HAV","campanas_verdes"
"-58.4739474633336","-34.6377225902967","DIRECTORIO AV.",3458,"MECÁNICA","Parque Avellaneda","Comuna 9","1407.0","C1407HFO","campanas_verdes"
"-58.4767888029333","-34.6394808889967","DIRECTORIO AV.",3764,"MECÁNICA","Parque Avellaneda","Comuna 9","1407.0","C1407HFR","campanas_verdes"
"-58.4946537998318","-34.6537963299964","DIRECTORIO AV.",5461,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440ASG","campanas_verdes"
"-58.4956250360317","-34.6546034387964","DIRECTORIO AV.",5591,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440ASH","campanas_verdes"
"-58.4974252996316","-34.6561067153963","DIRECTORIO AV.",5807,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440ASK","campanas_verdes"
"-58.504100166231","-34.6608888653963","DIRECTORIO AV.",6621,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440ATF","campanas_verdes"
"-58.5085041234306","-34.6645566709962","DIRECTORIO AV.",7185,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440ATK","campanas_verdes"
"-58.5097831693305","-34.6656181492962","DIRECTORIO AV.",7321,"MECÁNICA","Mataderos","Comuna 9","1440.0","C1440ATM","campanas_verdes"
"-58.4709157112303","-34.583932192902","DONADO",998,"MECÁNICA","Villa Ortuzar","Comuna 15","1427.0","C1427CZD","campanas_verdes"
"-58.4709155163301","-34.5800027678024","DONADO",1350,"MECÁNICA","Villa Ortuzar","Comuna 15","1427.0","C1427CZL","campanas_verdes"
"-58.4726302217295","-34.5757668161029","DONADO",1788,"MECÁNICA","Villa Ortuzar","Comuna 15","1430.0","C1430DRH","campanas_verdes"
"-58.443007615734","-34.5813248439004","DORREGO",1782,"MECÁNICA","Colegiales","Comuna 13","1414.0","C1414CKZ","campanas_verdes"
"-58.4411091520342","-34.5795603474005","DORREGO",1946,"MECÁNICA","Colegiales","Comuna 13","1414.0","C1414CLO","campanas_verdes"
"-58.4382877169344","-34.5771389579006","DORREGO",2250,"MECÁNICA","Palermo","Comuna 14","1414.0","C1414CLR","campanas_verdes"
"-58.4519151854338","-34.5952516196996","DORREGO AV.",392,"MECÁNICA","Chacarita","Comuna 15","1414.0","C1414CJQ","campanas_verdes"
"-58.444742625434","-34.5840927925003","DORREGO AV.",1524,"MECÁNICA","Chacarita","Comuna 15","1414.0","C1414CKX","campanas_verdes"
"-58.4336103796349","-34.5742799774006","DORREGO AV.",2657,"MECÁNICA","Palermo","Comuna 14","1425.0","C1425GAD","campanas_verdes"
"-58.4307479120353","-34.5742475348004","DORREGO AV.",2851,"MECÁNICA","Palermo","Comuna 14",,,"campanas_verdes"
